code	legality	section	field	text
E52.08	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Small-crowd one-sidedness
E52.09	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Threshold-sweep stability: does the read hold p90->p97?
E52.10	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Day-rank of large participation
E53.01	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Current p50/p95/p99 values
E53.02	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Anchor slope (sizing regime drift)
E53.03	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	p99/p50 ratio (live tail width)
E53.04	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Anchor jump flag
E53.05	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Percentile of anchors vs the day
E53.06	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Time since last material shift
E53.07	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Window fill n (cold-start health)
E53.08	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Bucket max print vs anchors (class of the biggest print)
E53.09	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Anchor stability (variance)
E53.10	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	size_thr	Cross-check vs stored histograms (audit)
E54.01	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Current value
E54.02	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Tier: calm / warn / toxic (adaptive percentiles)
E54.03	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	z / percentile vs trailing 240
E54.04	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Slope over last N buckets
E54.05	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Tier-dwell streak
E54.06	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	TOXIC-entry flag (crossed up into toxic)
E54.07	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	VPIN vs delta alignment (toxic AND one-sided)
E54.08	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Regime mean
E54.09	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	Buckets since last toxic episode
E54.10	ENTRY-LEGAL	K. VPIN & Flow Toxicity	vpin	VPIN x speed co-elevation flag
E55.01	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Current warn / toxic threshold values
E55.02	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Distance of vpin to toxic line
E55.03	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Tier transitions count in window
E55.04	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Dwell time per tier
E55.05	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Crossing direction of last transition
E55.06	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Tier at bucket close
E55.07	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Threshold drift (window freshness)
E55.08	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Tier stability score
E55.09	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Percentile-window fill health
E55.10	ENTRY-LEGAL	K. VPIN & Flow Toxicity	adaptive toxic/warn tiers	Tier co-fire with liq/velocity flags
E56.01	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	ATR value
E56.02	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	range/ATR ratio
E56.03	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	COMPRESSION flag (< 0.60)
E56.04	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	EXPANSION flag (> 1.20)
E56.05	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	ATR slope (vol regime drift)
E56.06	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	ATR percentile vs day
E56.07	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	Squeeze duration: consecutive compressed buckets
E56.08	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	Post-compression break direction (study join)
E56.09	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	ATR regime tag
E56.10	ENTRY-LEGAL	L. Windowed Structure Context	ATR / range compression	ATR x duration coupling (slow AND tight = coil)
E57.01	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Swept prior HIGH (Y/N) / swept prior LOW (Y/N)
E57.02	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweep depth / range value
E57.03	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Depth percentile vs window
E57.04	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	BOTH-SIDES sweep flag
E57.05	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweep magnitude z
E57.06	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweep at session extreme flag
E57.07	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweeps count in trailing window
E57.08	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Distance to nearest untouched equal-highs/lows pool
E57.09	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweep-then-reclaim same-bucket flag
E57.10	ENTRY-LEGAL	L. Windowed Structure Context	sweep depth	Sweep direction vs close direction (grab-and-go?)
E58.01	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Fail depth /range value (0.05-0.50 ramp)
E58.02	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Fail direction (upside/downside break failed)
E58.03	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Reclaim depth /range (0.00-0.30 ramp)
E58.04	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Reclaim in SAME bucket flag (speed of reclaim)
E58.05	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Trap-geometry composite (fail x POC-pos x trapped-opens)
E58.06	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Fail percentile vs window
E58.07	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Reclaim strength z
E58.08	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Consecutive-fail streak
E58.09	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Close position after reclaim (conviction)
E58.10	ENTRY-LEGAL	L. Windowed Structure Context	fail / reclaim depth	Squeeze-floor trigger proximity (liq >= 0.10)
E59.01	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Each baseline level (BER, SER, vel-mean, exh-z mean/sd)
E59.02	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Baseline slopes (regime drift per metric)
E59.03	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Baseline variance (stability)
E59.04	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Window fill / freshness n
E59.05	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Regime tags per metric
E59.06	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Cross-metric coherence (all hot vs mixed)
E59.07	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Baseline jump flags
E59.08	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Position of window extremes (how long ago the max)
E59.09	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Baseline percentile vs the day
E59.10	ENTRY-LEGAL	L. Windowed Structure Context	trailing-30 baselines	Normalization health audit (zeros / floors hit)
E60.01	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	State label (categorical) + one-hot vector
E60.02	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Confidence value
E60.03	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	STARRED flag (>= 0.80)
E60.04	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Confidence percentile vs window
E60.05	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Same-state streak length
E60.06	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Transition pair tag: prior state -> this state
E60.07	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Directional class mapping: bullish / bearish / neutral
E60.08	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	State entropy over trailing window (regime clarity)
E60.09	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Confidence slope over last N
E60.10	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	state + confidence	Verdict at price extreme flag
E61.01	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Weakest-factor name (what limited the verdict)
E61.02	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Weakest-factor value (gating margin)
E61.03	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Runner-up state + score gap (fragility)
E61.04	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Floored soft-factor count
E61.05	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Squeeze-floor engaged (Y/N)
E61.06	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Full factor vector as features
E61.07	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Core-vs-soft balance index
E61.08	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Factor coherence (variance across inputs)
E61.09	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Hard-gate near-miss flags (core just above 0)
E61.10	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	factor breakdown	Factor deltas vs prior bucket
E62.01	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Historical frequency of each state
E62.02	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Mean same-state run length
E62.03	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Transition-matrix row for current state
E62.04	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Per-state confidence distribution
E62.05	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Session-hour distribution per state
E62.06	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	State co-occurrence with flags (liq / velocity / dots)
E62.07	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Rarity flag (bottom-decile frequency state)
E62.08	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	State cluster tag (trend / reversal / neutral families)
E62.09	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Per-state next-bucket outcome stats (study join)
E62.10	ENTRY-LEGAL	M. The 12-State Verdict (classify_bucket)	the 12 states	Regime dependence (state mix drift over days)
E63.01	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Active-OB count per tf
E63.02	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Nearest OB distance (ticks / ATRs)
E63.03	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Nearest OB side: support vs resistance
E63.04	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Nearest OB age (buckets since formed)
E63.05	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Nearest OB strength score
E63.06	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Freshly-formed OB flag (this session)
E63.07	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Mitigated fraction of nearest OB
E63.08	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Nearest OB width
E63.09	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	Stacked-OB count within N ticks
E63.10	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	OB zones per tf	OB density above vs below price
E64.01	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Signed distance in ticks
E64.02	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Distance in ATR units
E64.03	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	INSIDE-OB flag (Y/N) + which tf
E64.04	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Approach velocity (distance change per bucket)
E64.05	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	FIRST-TOUCH flag of this OB
E64.06	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Touch count of this OB so far
E64.07	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Rejection-at-OB flag (wick into, close out)
E64.08	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Close inside vs wick-only penetration
E64.09	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	Buckets since last touch
E64.10	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	distance-to-OB / inside-OB	BREAK-THROUGH flag (closed beyond the zone)
E65.01	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Confluence score at current price
E65.02	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Count of tfs overlapping here
E65.03	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Highest timeframe involved
E65.04	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Distance to nearest confluence cluster
E65.05	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	INSIDE-confluence flag
E65.06	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Score percentile vs the day
E65.07	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Cluster freshness (age of youngest member)
E65.08	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Score slope as price approaches
E65.09	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Confluence co-location with heatmap wall (6h)
E65.10	ENTRY-LEGAL	N. Market-Structure Context (order_blocks)	cross-tf confluence	Top-confluence-of-day flag
E66.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Nearest wall ABOVE: distance + size
E66.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Nearest wall BELOW: distance + size
E66.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Wall asymmetry (above vs below mass)
E66.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Wall persistence age
E66.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Wall-eaten fraction during the bucket
E66.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	SPOOF-PULL flag: wall vanished untouched
E66.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Approach outcome: held / broke / faded
E66.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Wall count within +/- N ticks
E66.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	Book imbalance around price (resting, not taker)
E66.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	heatmap columns	New-wall appearance during bucket flag
E67.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Mean spread / max spread in bucket
E67.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Spread z vs 6h norm
E67.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Microprice drift vs close
E67.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	BBO flip rate (quote instability)
E67.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Spread at bucket close
E67.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Quote-fade events count
E67.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Spread regime tag
E67.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Spread x volume coupling (wide AND heavy = stress)
E67.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Locked/crossed anomalies count
E67.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	BBO series	Spread percentile of the bucket
E68.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Top-N depth per side
E68.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Depth imbalance ratio
E68.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Depth slope by level (front-loaded vs deep)
E68.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Refresh/replenish rate at touch
E68.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Large resting order present (Y/N + size)
E68.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Near-touch depth (1-3 ticks)
E68.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Pull/stack event counts
E68.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Depth percentile vs 6h
E68.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	Ladder skew (bid-heavy vs ask-heavy shape)
E68.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	DOM / COB snapshot	DOM coherence with heatmap wall read
E69.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Intrabucket delta path shape: front / mid / back-loaded
E69.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Largest single print size + its position in the bucket
E69.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Burst count (trades per 100ms clusters)
E69.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Inter-trade gap stats (mean / max idle)
E69.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Longest same-side print run
E69.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Bucket VWAP vs close (who paid up)
E69.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	First-third vs last-third delta split
E69.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Print-size autocorrelation (iceberg smell)
E69.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Aggressive-cluster timestamps (sequencing joins)
E69.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	executed trade tape	Tape-order audit for OHLC-ambiguous barrier hits
E70.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Net side per cell
E70.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Total qty per cell
E70.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Max bubble size in bucket
E70.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Bubble density (prints per cell)
E70.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Large-bubble count over threshold
E70.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Spatial same-side streaks (sweep tracks)
E70.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Bubble-at-wall co-location count
E70.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Aggregate color flips along price
E70.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Min-size-filtered bubble count
E70.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	trade bubbles / aggregates	Bubble asymmetry above vs below POC
E71.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg cell count + side split
E71.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg at bucket extreme flag
E71.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg persistence (recurring at same price)
E71.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg size proxy (qty at flagged cells)
E71.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Coherence with suppression score s
E71.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	First-iceberg-in-window flag
E71.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg-wall co-location flag
E71.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Post-iceberg drift (study join)
E71.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Iceberg density regime
E71.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	iceberg side classification	Side-switch of icebergs across the bucket
E72.01	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Max buy print / max sell print in bucket
E72.02	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Max print class vs size_thr anchors (large / whale)
E72.03	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Cells >= large threshold count
E72.04	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Location of max print within the range
E72.05	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Max-print side
E72.06	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Top-cell clustering (adjacent large prints)
E72.07	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Max print share of bucket volume
E72.08	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	NEW-max-of-window flag
E72.09	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Side flip of the max print vs prior bucket
E72.10	ENTRY-LEGAL	O. The Six-Hour Stores (depth.db + trade tape)	per-cell max buy/sell qty	Max print at wall / at OB co-location
G01.1	ENTRY-LEGAL	G01 -- Elapsed time & clock straddles	G01 -- Elapsed time & clock straddles	Duration (the canonical example: elapsed seconds)
G01.2	ENTRY-LEGAL	G01 -- Elapsed time & clock straddles	G01 -- Elapsed time & clock straddles	Session-straddle flag (opened and closed in different sessions)
G01.3	ENTRY-LEGAL	G01 -- Elapsed time & clock straddles	G01 -- Elapsed time & clock straddles	Funding-timestamp straddle flag (crossed 00/08/16 UTC)
G01.4	ENTRY-LEGAL	G01 -- Elapsed time & clock straddles	G01 -- Elapsed time & clock straddles	Bucket's session-transition position (pre/post-open bucket index)
G01.5	ENTRY-LEGAL	G01 -- Elapsed time & clock straddles	G01 -- Elapsed time & clock straddles	Idle gap to the next bucket (tape silence after close)
G02.1	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Range, body, wicks, close-position -- the full geometry family
G02.2	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Gap vs prior close + true range
G02.3	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Inside / engulfing / breakout relation to prior bucket
G02.4	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Marubozu / doji / pin-bar shape tags
G02.5	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Equal-highs / equal-lows liquidity-pool distances
G02.6	ENTRY-LEGAL	G02 -- Candle geometry set	G02 -- Candle geometry set	Two-bucket sweep-and-reclaim pattern flags
G03.1	ENTRY-LEGAL	G03 -- Net initiative	G03 -- Net initiative	delta and delta fraction (the canonical pair)
G03.2	ENTRY-LEGAL	G03 -- Net initiative	G03 -- Net initiative	Dominance ratio and log-odds of buy vs sell
G03.3	ENTRY-LEGAL	G03 -- Net initiative	G03 -- Net initiative	Side-flip flag vs prior bucket
G03.4	ENTRY-LEGAL	G03 -- Net initiative	G03 -- Net initiative	Trailing bucket-CVD (cumulative delta)
G03.5	ENTRY-LEGAL	G03 -- Net initiative	G03 -- Net initiative	Buy/sell share slopes (pressure drift)
G04.1	ENTRY-LEGAL	G04 -- Thrust efficiency	G04 -- Thrust efficiency	Price moved per net contract (efficiency of aggression)
G04.2	ENTRY-LEGAL	G04 -- Thrust efficiency	G04 -- Thrust efficiency	STALL index: heavy delta, no body (absorption smell)
G04.3	ENTRY-LEGAL	G04 -- Thrust efficiency	G04 -- Thrust efficiency	OVERDRIVE flag: small delta, big body (vacuum move)
G04.4	ENTRY-LEGAL	G04 -- Thrust efficiency	G04 -- Thrust efficiency	Efficiency percentile vs window
G04.5	ENTRY-LEGAL	G04 -- Thrust efficiency	G04 -- Thrust efficiency	Efficiency regime tag
G05.1	ENTRY-LEGAL	G05 -- Initiative quadrants	G05 -- Initiative quadrants	Quadrant: +delta +dOI = new-money push (fresh longs driving)
G05.2	ENTRY-LEGAL	G05 -- Initiative quadrants	G05 -- Initiative quadrants	Quadrant: +delta -dOI = covering push (shorts forced out)
G05.3	ENTRY-LEGAL	G05 -- Initiative quadrants	G05 -- Initiative quadrants	Quadrant: -delta +dOI = distribution push (fresh shorts driving)
G05.4	ENTRY-LEGAL	G05 -- Initiative quadrants	G05 -- Initiative quadrants	Quadrant: -delta -dOI = unwind drop (longs leaving)
G05.5	ENTRY-LEGAL	G05 -- Initiative quadrants	G05 -- Initiative quadrants	Quadrant streaks and transitions (positioning narrative)
G06.1	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	Net OI change + open:close ratio
G06.2	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	Long-cohort net (opL-clL) and short-cohort net (opS-clS)
G06.3	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	Side initiative index (who is opening harder)
G06.4	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	Trapped-cohort fuel: opens into a failed break direction
